"Palay and Corn: Volume of Production in Metric Tons by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2025"

"Ecosystem/Croptype","Geolocation","1987 Annual","1988 Annual","1989 Annual","1990 Annual","1991 Annual","1992 Annual","1993 Annual","1994 Annual","1995 Annual","1996 Annual","1997 Annual","1998 Annual","1999 Annual","2000 Annual","2001 Annual","2002 Annual","2003 Annual","2004 Annual","2005 Annual","2006 Annual","2007 Annual","2008 Annual","2009 Annual","2010 Annual","2011 Annual","2012 Annual","2013 Annual","2014 Annual","2015 Annual","2016 Annual","2017 Annual","2018 Annual","2019 Annual","2020 Annual","2021 Annual","2022 Annual","2023 Annual","2024 Annual","2025 Annual"
"Palay","..REGION XIII (CARAGA)",186314.00,198585.00,200995.00,225917.00,279458.00,172450.00,243041.00,251049.00,402359.00,349697.00,280970.00,239949.00,280209.00,308066.00,336365.00,327070.00,344706.00,351629.00,385963.00,408774.00,455838.00,447317.00,425550.50,405871.00,416997.00,469205.00,583838.00,574499.00,481311.50,462182.00,482675.00,510070.72,449369.83,503330.88,467743.50,520181.03,543431.02,574092.72,..
"Palay","....Agusan del Norte",44823.00,44211.00,39207.00,56617.00,98994.00,26570.00,67425.00,62281.00,121018.00,112282.00,74449.00,34644.00,50938.00,56956.00,78873.00,77692.00,74647.00,83765.00,82215.00,85800.00,96385.00,90515.00,76015.00,68070.00,70835.00,73595.00,95434.00,99786.00,76191.00,87312.00,80952.00,81387.78,78867.00,70493.42,64669.00,75213.90,82990.38,83869.15,..
"Palay","....Agusan del Sur",44192.00,44003.00,48161.00,64200.00,38899.00,45074.00,55432.00,90620.00,131397.00,108934.00,92135.00,105500.00,115740.00,130430.00,134875.00,127725.00,127556.00,134266.00,155744.00,160204.00,182815.00,197568.00,176876.50,175333.00,195010.00,240381.00,305171.00,292019.00,233526.00,222420.00,247353.00,258978.55,214124.14,269438.44,257215.00,295052.71,301609.65,312379.60,..
"Palay","....Dinagat Islands",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2336.00,8709.00,6593.00,5827.00,6927.00,6507.00,6136.00,5900.00,7059.00,7853.90,6052.20,6872.90,6393.12,6824.70,6327.99,7047.46,..
"Palay","....Surigao del Norte",35774.00,50431.00,54690.00,46015.00,67054.00,47267.00,52526.00,37911.00,75594.00,62717.00,60956.00,46668.00,65305.00,60327.00,65699.00,64584.00,73927.00,67629.00,69395.00,78386.00,81941.00,75210.00,79795.00,61871.00,64179.00,64852.00,69721.00,63694.00,60575.50,49608.00,52559.00,61934.29,67010.20,69496.10,63997.64,59542.53,68544.00,69693.51,..
"Palay","....Surigao del Sur",61525.00,59940.00,58937.00,59085.00,74511.00,53539.00,67658.00,60237.00,74350.00,65764.00,53430.00,53137.00,48226.00,60353.00,56918.00,57069.00,68576.00,65969.00,78609.00,84384.00,94697.00,84024.00,90528.00,91888.00,80380.00,84550.00,106585.00,112493.00,104883.00,96942.00,94752.00,99916.20,83316.29,87030.02,75468.74,83547.19,83959.00,101103.00,..
"Palay","..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)",160098.00,223074.00,226885.00,211341.00,125018.00,128758.00,175362.00,330754.00,329840.00,331883.00,306545.00,225747.00,348485.00,347549.00,444559.00,422580.00,398978.00,490904.00,545211.00,554270.00,615780.00,631691.00,579747.00,623343.00,576873.00,542760.00,612083.00,557149.00,488215.00,544486.40,577984.00,638396.56,674760.55,725093.37,844953.60,825877.58,895562.87,916967.17,..
"Palay","....Basilan",6235.00,4651.00,6604.00,7623.00,6537.00,5148.00,3031.00,2840.00,2653.00,4363.00,3755.00,3141.00,3982.00,4329.00,4138.00,3455.00,2945.00,3711.00,3868.00,3238.00,2976.00,4457.00,3303.00,4740.00,4246.00,4116.00,5178.00,3799.00,2710.00,2156.40,1689.00,2031.06,1111.41,273.50,484.48,727.45,703.00,739.05,..
"Palay","....Lanao del Sur",52242.00,70063.00,48497.00,77034.00,44508.00,42931.00,48886.00,100716.00,99987.00,93505.00,97196.00,83598.00,92855.00,93565.00,164392.00,154072.00,165612.00,125725.00,134520.00,144405.00,174682.00,190296.00,175679.00,177760.00,170950.00,186680.00,189853.00,164117.00,149354.00,137666.00,181662.00,199964.00,190040.00,217678.81,219381.05,223465.04,227098.50,227913.92,..
"Palay","....Maguindanao",89745.00,135486.00,158647.00,113437.00,61124.00,68272.00,110611.00,215819.00,216188.00,221643.00,194246.00,131464.00,242766.00,241559.00,269161.00,258712.00,224222.00,355055.00,400446.00,400573.00,433766.00,432589.00,396719.00,436957.00,398097.00,348123.00,414060.00,386534.00,333258.00,402536.00,391924.00,433196.50,480713.20,505916.19,622850.07,600294.13,621595.90,626693.20,..
"Palay","....Sulu",8676.00,9370.00,9633.00,9743.00,9345.00,8903.00,9330.00,7337.00,9096.00,9750.00,8445.00,5138.00,6062.00,5810.00,4938.00,4485.00,4212.00,3850.00,3750.00,3435.00,3400.00,3450.00,3202.00,2925.00,2622.00,2945.00,2349.00,2050.00,2402.00,1850.00,2456.00,3170.00,2646.00,880.00,1914.00,1052.96,490.00,29.00,..
"Palay","....Tawi-tawi",3200.00,3504.00,3504.00,3504.00,3504.00,3504.00,3504.00,4042.00,1916.00,2622.00,2903.00,2406.00,2820.00,2286.00,1930.00,1856.00,1987.00,2563.00,2627.00,2619.00,956.00,899.00,844.00,961.00,958.00,896.00,643.00,649.00,491.00,278.00,253.00,35.00,249.94,344.87,324.00,338.00,516.00,509.00,..
"White Corn","..CORDILLERA ADMINISTRATIVE REGION (CAR)",14728.00,12801.00,11956.00,11305.00,9848.00,10906.00,9575.00,10691.00,11654.00,11093.00,14193.00,17601.00,24035.00,21391.00,20710.00,21650.00,20109.00,21026.00,24809.00,24053.00,21520.00,15224.00,16688.00,15677.00,20147.00,20345.00,20256.00,20680.00,19871.00,17993.00,17888.00,16673.00,16192.23,18027.47,18373.73,16471.72,15308.39,15900.29,..
"White Corn","....Abra",7455.00,7669.00,6841.00,6828.00,6712.00,6225.00,6049.00,5995.00,6235.00,6429.00,6797.00,6755.00,7764.00,8622.00,6997.00,7838.00,7531.00,7409.00,8516.00,10229.00,10269.00,8479.00,10850.00,11193.00,14937.00,15260.00,15278.00,15733.00,15333.00,15287.00,15397.00,15302.00,15343.00,17424.00,17533.00,15822.00,14640.00,15117.00,..
"White Corn","....Apayao",0.00,0.00,0.00,0.00,0.00,0.00,0.00,279.00,316.00,255.00,176.00,75.00,857.00,1175.00,852.00,908.00,943.00,2788.00,2832.00,2917.00,1543.00,1637.00,1373.00,835.00,1351.00,1057.00,997.00,918.00,922.00,840.00,984.00,706.00,437.55,333.90,85.12,45.38,5.58,56.16,..
"White Corn","....Benguet",740.00,799.00,801.00,501.00,419.00,189.00,221.00,204.00,141.00,139.00,128.00,36.00,54.00,53.00,46.00,46.00,44.00,42.00,45.00,45.00,44.00,33.00,33.00,33.00,31.00,31.00,33.00,34.00,34.00,30.00,30.00,19.00,38.68,39.56,41.33,40.20,33.20,21.95,..
"White Corn","....Ifugao",2748.00,700.00,1514.00,1058.00,520.00,1484.00,1642.00,2330.00,2419.00,1459.00,2439.00,2353.00,4371.00,4740.00,3827.00,5281.00,3655.00,4457.00,4185.00,4991.00,4980.00,2501.00,1773.00,1527.00,1395.00,1765.00,1747.00,1830.00,1768.00,760.00,222.00,280.00,74.00,0.00,21.00,9.00,5.00,0.00,..
"White Corn","....Kalinga",1755.00,1282.00,847.00,976.00,688.00,874.00,581.00,323.00,378.00,306.00,215.00,94.00,993.00,1119.00,762.00,623.00,394.00,877.00,2699.00,2946.00,2564.00,2269.00,2388.00,1802.00,2184.00,1933.00,1912.00,1860.00,1724.00,1016.00,1068.00,323.00,274.00,205.69,669.53,531.00,602.00,682.00,..
"White Corn","....Mountain Province",2030.00,2351.00,1953.00,1942.00,1509.00,2134.00,1082.00,1560.00,2165.00,2505.00,4438.00,8288.00,9996.00,5682.00,8226.00,6954.00,7542.00,5453.00,6532.00,2925.00,2120.00,305.00,271.00,287.00,249.00,299.00,289.00,305.00,90.00,60.00,187.00,43.00,25.00,24.32,23.75,24.14,22.61,23.18,..
"White Corn","..REGION I (ILOCOS REGION)",9813.00,17408.00,14368.00,14482.00,15711.00,17923.00,20271.00,13436.00,13889.00,17093.00,28064.00,32697.00,39710.00,40073.00,37335.00,41296.00,41543.00,42429.00,49473.00,52121.00,57266.00,57377.00,53331.00,47413.00,52753.00,51461.00,52737.00,51094.23,48202.00,45921.00,47717.00,47960.00,43827.00,46593.00,47005.99,47020.74,45616.51,40987.73,..
"White Corn","....Ilocos Norte",1735.00,1384.00,593.00,914.00,1023.00,1286.00,1554.00,2220.00,4280.00,5128.00,7815.00,9183.00,9009.00,9272.00,9355.00,10304.00,11539.00,12037.00,14872.00,14933.00,16086.00,15858.00,16855.00,15068.00,14040.00,14290.00,15718.00,13957.00,13284.00,12801.00,12358.00,11949.00,12174.00,12786.00,11353.99,11741.04,10384.06,10239.60,..
"White Corn","....Ilocos Sur",1032.00,1673.00,1048.00,1218.00,1625.00,2212.00,1884.00,1157.00,1575.00,1650.00,2095.00,1651.00,3150.00,2520.00,2030.00,2398.00,2027.00,2159.00,3228.00,3950.00,6437.00,6448.00,6450.00,8361.00,8970.00,8878.00,11364.00,10991.00,10156.00,9674.00,11037.00,11887.00,12402.00,13930.00,14949.00,15087.00,14924.00,10402.68,..
"White Corn","....La Union",1396.00,1248.00,1110.00,1031.00,1185.00,1357.00,1056.00,2199.00,2965.00,4654.00,3750.00,4243.00,5273.00,6445.00,6835.00,8096.00,8647.00,9997.00,9898.00,9703.00,10917.00,10130.00,9562.00,7773.00,8621.00,7448.00,7954.00,9406.00,9114.00,7497.00,8645.00,7979.00,7937.00,8467.00,9138.00,8481.70,8819.45,8909.45,..
"White Corn","....Pangasinan",5650.00,13103.00,11617.00,11319.00,11878.00,13068.00,15777.00,7860.00,5069.00,5661.00,14404.00,17620.00,22278.00,21836.00,19115.00,20498.00,19330.00,18236.00,21475.00,23535.00,23826.00,24941.00,20464.00,16211.00,21122.00,20845.00,17701.00,16740.23,15648.00,15949.00,15677.00,16145.00,11314.00,11410.00,11565.00,11711.00,11489.00,11436.00,..
"White Corn","..REGION II (CAGAYAN VALLEY)",96066.00,92205.00,104891.00,107642.00,123035.00,156622.00,91393.00,51288.00,30441.00,30034.00,39095.00,23864.00,69951.00,50316.00,43797.00,42000.00,59588.00,77529.00,54460.00,61249.00,64618.00,64368.00,71298.00,50907.00,56787.00,66644.71,53932.51,46489.34,43846.15,38071.33,34129.24,34912.64,34043.94,26734.36,21813.36,16838.51,10714.91,10066.64,..
"White Corn","....Batanes",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43.71,34.51,59.34,42.15,27.33,37.24,33.14,31.22,38.21,64.85,127.30,179.18,156.93,..
"White Corn","....Cagayan",19800.00,20794.00,14868.00,17292.00,4229.00,13659.00,8926.00,14473.00,7771.00,8871.00,15393.00,10874.00,25553.00,18341.00,12496.00,13969.00,10783.00,18492.00,15452.00,18689.00,17852.00,20289.00,28336.00,18276.00,25819.00,35675.00,31238.00,27133.00,27255.00,23321.00,15618.00,12707.00,13809.00,9114.90,8309.00,7107.50,4991.00,4295.00,..
"White Corn","....Isabela",70840.00,65734.00,82664.00,84807.00,108321.00,137024.00,78371.00,26232.00,13102.00,17341.00,17334.00,9217.00,38583.00,25602.00,25011.00,21814.00,43775.00,51607.00,32910.00,37210.00,41668.00,38954.00,39152.00,28897.00,25768.00,26401.00,19094.00,14488.00,11998.00,10472.00,14202.00,18400.50,15500.00,13463.65,10667.34,7614.00,4278.03,4309.81,..
"White Corn","....Nueva Vizcaya",660.00,916.00,744.00,448.00,395.00,506.00,124.00,5457.00,4914.00,2722.00,4743.00,2739.00,4036.00,4977.00,4343.00,4108.00,2560.00,4123.00,4243.00,3102.00,3964.00,3973.00,3304.00,3294.00,4507.00,3982.00,3180.00,4201.00,3979.00,3555.00,2614.00,2300.00,2357.00,2130.60,1804.50,1146.51,1104.70,987.58,..
"White Corn","....Quirino",4766.00,4761.00,6615.00,5095.00,10090.00,5433.00,3972.00,5126.00,4654.00,1100.00,1625.00,1034.00,1779.00,1396.00,1947.00,2109.00,2470.00,3307.00,1855.00,2248.00,1134.00,1152.00,506.00,440.00,693.00,543.00,386.00,608.00,572.00,696.00,1658.00,1472.00,2346.72,1987.00,967.67,843.20,162.00,317.32,..
"White Corn","..REGION III (CENTRAL LUZON)",5867.00,7716.00,6269.00,5814.00,5717.00,5833.00,6226.00,7286.00,4720.00,5162.00,6945.00,6876.00,6732.00,6910.00,8320.00,10767.00,13983.00,14330.00,15893.00,18294.00,20520.00,23458.00,19100.00,22948.00,21321.00,24238.00,29340.00,29450.00,32014.00,31216.00,37188.00,41041.10,40893.84,39514.82,36425.38,37839.95,28911.34,23565.62,..
"White Corn","....Aurora",115.00,114.00,202.00,32.00,70.00,155.00,166.00,178.00,178.00,190.00,210.00,210.00,237.00,369.00,438.00,464.00,536.00,583.00,557.00,630.00,572.00,1116.00,575.00,717.00,421.00,792.00,934.00,1445.00,2003.00,2189.00,2278.00,2050.00,1296.21,1147.60,818.54,558.90,320.95,265.09,..
"White Corn","....Bataan",60.00,60.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.00,937.00,878.00,672.00,816.00,939.00,914.00,1262.00,1116.00,1720.00,1545.00,1282.00,1836.00,1571.00,1214.00,1878.00,1493.00,1814.00,1678.00,1602.00,1413.00,1449.15,1473.46,1305.80,1157.13,851.87,710.55,..
"White Corn","....Bulacan",160.00,108.00,25.00,0.00,0.00,0.00,0.00,4.00,29.00,30.00,29.00,11.00,10.00,30.00,801.00,1016.00,1710.00,1384.00,1216.00,1614.00,1243.00,1490.00,1672.00,2423.00,2170.00,2480.00,3166.00,3552.00,4348.00,3818.00,4096.00,5959.00,5008.00,3033.20,1729.50,3283.17,2215.00,1117.00,..
"White Corn","....Nueva Ecija",3487.00,4239.00,3219.00,2450.00,2141.00,2540.00,2088.00,1618.00,2045.00,1426.00,2334.00,1899.00,2150.00,2164.00,2389.00,3490.00,5262.00,5587.00,6206.00,6271.00,7281.00,8053.00,7223.00,10045.00,9738.00,11861.00,12268.00,12872.00,13229.00,13624.00,19215.00,19600.10,20444.48,20394.40,25022.81,20667.40,14903.70,11889.76,..
"White Corn","....Pampanga",1740.00,2543.00,2197.00,2932.00,3091.00,2692.00,3393.00,3160.00,1890.00,2037.00,3125.00,4308.00,3020.00,3055.00,3525.00,4048.00,4609.00,5055.00,5822.00,7989.00,8636.00,9892.00,7298.00,7064.00,6120.00,6648.00,7432.00,7790.00,8095.00,7212.00,7517.00,8024.00,9857.50,9335.26,5174.73,10135.51,9033.11,8177.42,..
"White Corn","....Tarlac",260.00,635.00,550.00,396.00,415.00,446.00,555.00,2302.00,553.00,1433.00,1210.00,344.00,337.00,366.00,445.00,890.00,873.00,736.00,765.00,560.00,929.00,1245.00,910.00,718.00,1152.00,1083.00,3323.00,2011.00,1951.00,2229.00,2212.00,2328.00,2210.00,3494.00,1916.00,1352.00,1154.50,1183.00,..
"White Corn","....Zambales",45.00,17.00,9.00,4.00,0.00,0.00,24.00,24.00,25.00,46.00,37.00,35.00,41.00,48.00,50.00,43.00,54.00,71.00,65.00,114.00,139.00,117.00,140.00,145.00,149.00,160.00,339.00,287.00,574.00,466.00,268.00,1667.00,628.50,636.90,458.00,685.84,432.21,222.80,..
"White Corn","..REGION IV-A (CALABARZON)",118273.00,120778.00,110877.00,106339.00,81544.00,79262.00,18528.00,12849.00,4057.00,3806.00,3265.00,3599.00,4160.00,3879.00,4714.00,7261.00,13781.00,19007.00,21719.00,23088.00,30996.00,31084.00,28684.00,35665.00,32717.00,30090.00,36217.00,30935.96,25402.00,30867.00,29997.75,26662.20,23914.32,23688.32,23582.57,22022.92,18429.72,12860.04,..
"White Corn","....Batangas",85503.00,87460.00,81861.00,77315.00,74336.00,72643.00,13782.00,9367.00,1718.00,1596.00,1571.00,1813.00,2038.00,1860.00,1941.00,3537.00,8723.00,12800.00,13941.00,14655.00,15356.00,14471.00,13578.00,18551.00,16982.00,10018.00,16677.00,16250.00,8266.00,10408.00,12617.00,8107.00,10719.85,7888.00,10310.00,9585.50,7194.70,4764.86,..
"White Corn","....Cavite",4385.00,5211.00,2870.00,2911.00,2910.00,4490.00,3140.00,1844.00,1386.00,1371.00,934.00,1105.00,1095.00,733.00,750.00,766.00,1339.00,1956.00,1026.00,1139.00,1256.00,918.00,2068.00,905.00,1567.00,1511.00,1554.00,684.00,1198.00,1438.00,1547.75,1408.71,1400.91,1168.44,915.41,701.30,612.27,765.96,..
"White Corn","....Laguna",26335.00,26187.00,24549.00,24458.00,2364.00,515.00,140.00,232.00,376.00,342.00,221.00,101.00,95.00,119.00,253.00,561.00,735.00,776.00,1174.00,1369.00,2095.00,2235.00,1846.00,2265.00,2118.00,2297.00,2120.00,1455.00,1452.00,2155.00,2664.00,3093.47,3676.74,2883.35,2617.00,3286.34,3616.20,3485.58,..
"White Corn","....Quezon",340.00,352.00,307.00,387.00,593.00,340.00,187.00,248.00,410.00,308.00,360.00,440.00,808.00,1057.00,1659.00,2298.00,2881.00,3362.00,5451.00,5815.00,12149.00,13329.00,11040.00,13757.00,11759.00,15677.00,15242.00,11787.96,13466.00,16577.00,12717.00,13707.00,7580.00,10933.03,9324.00,7921.00,6632.00,3592.46,..
"White Corn","....Rizal",1710.00,1568.00,1290.00,1268.00,1341.00,1274.00,1279.00,1158.00,167.00,189.00,179.00,140.00,124.00,110.00,111.00,99.00,103.00,113.00,127.00,110.00,140.00,131.00,152.00,187.00,291.00,587.00,624.00,759.00,1020.00,289.00,452.00,346.02,536.82,815.50,416.16,528.78,374.55,251.18,..
"White Corn","..MIMAROPA REGION",5135.00,792.00,1329.00,1355.00,1182.00,1116.00,1301.00,2973.00,1983.00,3621.00,2814.00,2453.00,4243.00,3708.00,3752.00,4219.00,4854.00,6304.00,8578.00,9121.00,11851.00,11032.00,15430.00,10654.00,14438.00,14238.00,15463.00,16345.00,16407.00,17287.00,17597.00,15449.37,15725.90,15733.16,12089.43,11475.37,9602.61,7977.19,..
"White Corn","....Marinduque",85.00,205.00,475.00,226.00,305.00,397.00,410.00,328.00,277.00,303.00,295.00,407.00,411.00,480.00,523.00,538.00,551.00,572.00,547.00,434.00,547.00,149.00,551.00,134.00,160.00,149.00,267.00,164.00,157.00,227.00,248.00,110.00,303.50,386.40,747.00,914.64,829.00,796.00,..
"White Corn","....Occidental Mindoro",2975.00,0.00,23.00,95.00,225.00,0.00,0.00,55.00,0.00,387.00,1120.00,1616.00,2826.00,2427.00,2543.00,2647.00,2546.00,2674.00,4514.00,4462.00,6296.00,7786.00,9360.00,6852.00,6879.00,7160.00,8350.00,7893.00,8932.00,9022.00,9138.00,8446.00,8155.00,8312.00,5203.00,4233.50,2930.71,1453.54,..
"White Corn","....Oriental Mindoro",155.00,0.00,26.00,26.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,15.00,57.00,58.00,50.00,23.00,23.00,28.00,45.00,375.00,461.00,172.00,143.00,148.00,52.00,150.00,485.00,660.00,690.00,477.00,709.02,439.40,384.76,318.43,355.69,312.12,232.76,..
"White Corn","....Palawan",10.00,0.00,0.00,0.00,0.00,0.00,0.00,2115.00,1296.00,2469.00,922.00,65.00,433.00,383.00,385.00,747.00,1383.00,2633.00,3011.00,3301.00,3388.00,2161.00,4575.00,2732.00,6694.00,6189.00,5966.00,7167.00,6027.00,6410.00,6684.00,5145.35,5696.00,5594.00,4825.00,4635.54,4543.78,4554.19,..
"White Corn","....Romblon",1910.00,587.00,805.00,1008.00,568.00,719.00,891.00,475.00,410.00,462.00,477.00,359.00,558.00,361.00,243.00,237.00,351.00,402.00,478.00,879.00,1245.00,475.00,772.00,793.00,557.00,688.00,730.00,636.00,631.00,938.00,1050.00,1039.00,1132.00,1056.00,996.00,1336.00,987.00,940.70,..
"White Corn","..REGION V (BICOL REGION)",32555.00,34954.00,35172.00,33385.00,36161.00,25520.00,18911.00,22932.00,21209.00,23265.00,24316.00,17882.00,20864.00,20974.00,22932.00,22448.00,24360.00,35887.00,37183.00,40077.00,46745.00,49746.00,50728.00,45564.00,47208.00,47714.00,49177.00,57440.00,55472.00,57685.00,64960.00,65025.94,62221.16,70668.14,72577.78,67333.79,65916.02,60241.12,..
"White Corn","....Albay",595.00,1853.00,1725.00,2042.00,2352.00,2718.00,2416.00,1272.00,479.00,1344.00,800.00,679.00,1445.00,635.00,963.00,1198.00,1000.00,1158.00,1215.00,1899.00,2239.00,1394.00,1176.00,2980.00,2220.00,2316.00,3071.00,3874.00,4375.00,5788.00,4698.00,4577.00,3963.10,5603.00,5967.00,5607.60,5436.70,5615.50,..
"White Corn","....Camarines Norte",4730.00,4989.00,5505.00,5244.00,5310.00,5118.00,1443.00,1104.00,952.00,447.00,388.00,361.00,175.00,181.00,226.00,394.00,356.00,534.00,625.00,769.00,1337.00,1409.00,1116.00,500.00,919.00,1041.00,1223.00,1076.00,1438.00,1475.00,1557.00,1650.00,1140.04,1707.66,1609.80,1531.86,1645.90,1337.96,..
"White Corn","....Camarines Sur",565.00,566.00,399.00,128.00,381.00,699.00,573.00,751.00,1284.00,1131.00,951.00,1016.00,794.00,882.00,839.00,1129.00,1576.00,1605.00,2721.00,3265.00,8293.00,9030.00,8033.00,5588.00,8246.00,9595.00,11813.00,18128.00,16601.00,15842.00,20144.00,22715.00,19992.00,19807.00,21370.00,19672.00,18815.00,17712.00,..
"White Corn","....Catanduanes",155.00,326.00,376.00,608.00,564.00,172.00,269.00,242.00,235.00,123.00,94.00,45.00,45.00,48.00,48.00,53.00,61.00,59.00,92.00,89.00,276.00,117.00,161.00,167.00,172.00,164.00,198.00,219.00,314.00,312.00,939.00,811.94,565.00,636.25,393.53,168.42,19.71,8.29,..
"White Corn","....Masbate",25785.00,26768.00,26864.00,25088.00,27437.00,16705.00,14092.00,19450.00,18195.00,20110.00,22031.00,15728.00,18271.00,19177.00,20755.00,19560.00,21265.00,32309.00,32317.00,33894.00,33621.00,37546.00,39475.00,36274.00,35612.00,34476.00,32719.00,33877.00,32552.00,33908.00,37358.00,34989.00,36248.00,42604.00,42917.00,40051.73,39723.59,35308.00,..
"White Corn","....Sorsogon",725.00,452.00,303.00,275.00,117.00,108.00,118.00,113.00,64.00,110.00,52.00,53.00,134.00,51.00,101.00,114.00,102.00,222.00,213.00,161.00,979.00,250.00,767.00,55.00,39.00,122.00,153.00,266.00,192.00,360.00,264.00,283.00,313.02,310.23,320.45,302.18,275.12,259.37,..
"White Corn","..REGION VI (WESTERN VISAYAS)",18909.00,18163.00,11146.00,8027.00,12100.00,15793.00,23684.00,20429.00,18547.00,22240.00,25788.00,28429.00,27512.00,36042.00,31765.00,34588.00,39453.00,43397.00,52821.00,57362.00,64319.00,73684.00,58515.00,54249.00,67512.00,74727.00,79528.00,100638.00,95509.00,80870.70,88771.00,87728.59,86462.00,92785.55,88161.45,82399.54,76682.91,6644.86,..
"White Corn","....Aklan",180.00,0.00,0.00,0.00,0.00,0.00,9.00,69.00,61.00,30.00,28.00,29.00,21.00,23.00,34.00,33.00,44.00,33.00,72.00,83.00,96.00,82.00,231.00,202.00,224.00,485.00,1065.00,761.00,757.00,598.00,526.00,680.00,718.01,1208.38,1129.43,936.85,920.03,243.85,..
"White Corn","....Antique",45.00,462.00,311.00,232.00,358.00,311.00,342.00,289.00,129.00,354.00,401.00,32.00,42.00,150.00,187.00,162.00,31.00,301.00,445.00,681.00,653.00,704.00,810.00,252.00,479.00,568.00,518.00,586.00,515.00,472.00,509.00,724.80,931.10,1042.27,1086.05,1276.83,1346.10,886.58,..
"White Corn","....Capiz",677.00,554.00,126.00,212.00,192.00,95.00,256.00,192.00,247.00,180.00,204.00,177.00,100.00,104.00,140.00,152.00,162.00,189.00,284.00,270.00,339.00,281.00,479.00,428.00,462.00,653.00,599.00,1613.00,845.00,782.00,923.00,975.00,1075.00,1195.17,1242.00,1306.97,1425.55,1719.75,..
"White Corn","....Guimaras",0.00,0.00,0.00,0.00,0.00,0.00,0.00,330.00,763.00,984.00,392.00,1106.00,571.00,444.00,421.00,202.00,490.00,663.00,618.00,660.00,549.00,466.00,630.00,387.00,565.00,537.00,473.00,605.00,425.00,350.70,695.00,752.00,703.00,1031.00,1003.00,843.36,579.00,345.00,..
"White Corn","....Iloilo",2505.00,1449.00,1012.00,1440.00,1901.00,2650.00,3378.00,4451.00,6723.00,5718.00,8464.00,6421.00,5630.00,11786.00,7759.00,10439.00,11709.00,13369.00,19136.00,21066.00,24519.00,33902.00,20993.00,17702.00,26385.00,30672.00,32129.00,26900.00,24559.00,15974.00,13461.00,11374.79,10239.89,11594.73,8082.97,6065.53,6986.23,3449.68,..
"White Corn","....Negros Occidental",15502.00,15698.00,9697.00,6143.00,9649.00,12737.00,19699.00,15098.00,10624.00,14974.00,16299.00,20664.00,21148.00,23535.00,23224.00,23600.00,27017.00,28842.00,32266.00,34602.00,38163.00,38249.00,35372.00,35278.00,39397.00,41812.00,44744.00,70173.00,68408.00,62694.00,72657.00,73222.00,72795.00,76714.00,75618.00,71970.00,65426.00,..,..
"White Corn","..NEGROS ISLAND REGION",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82434.75,..
"White Corn","....Negros Occidental a/",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41495.00,..
"White Corn","....Negros Oriental b/",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40245.71,..
"White Corn","....Siquijor b/",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,694.04,..
"White Corn","..REGION VII (CENTRAL VISAYAS)",244961.00,265974.00,261158.00,277008.00,223320.00,188087.00,159257.00,161685.00,138880.00,141956.00,134750.00,133896.00,131686.00,130630.00,145680.00,154887.00,174840.00,165212.00,170859.00,167299.00,183695.00,165387.00,180735.00,176985.00,176025.00,171387.00,170026.00,162158.00,148672.00,154614.00,143565.00,124555.00,103642.25,124880.03,101209.00,92373.46,113349.57,45275.75,..
"White Corn","....Bohol",25480.00,29117.00,21616.00,27192.00,29774.00,25875.00,30724.00,24105.00,22940.00,19412.00,17968.00,14930.00,15483.00,12323.00,14478.00,13493.00,10565.00,11088.00,9385.00,10118.00,13267.00,11181.00,11009.00,12708.00,11837.00,11522.00,12193.00,11708.00,11888.00,11732.00,10722.00,11040.00,10833.00,11019.08,8298.00,4642.10,7495.35,6465.75,..
"White Corn","....Cebu",139676.00,149199.00,145711.00,156611.00,110298.00,91068.00,66343.00,74790.00,60512.00,61311.00,51511.00,53068.00,57287.00,53303.00,69053.00,78240.00,93114.00,93749.00,98830.00,94753.00,101605.00,86710.00,101705.00,97935.00,94734.00,90122.00,89323.00,85933.00,83449.00,82817.00,75892.00,67611.00,45618.00,62808.20,44367.00,48083.00,55960.00,38810.00,..
