"Geolocation","Commodity","year","month","price","date"
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"Annual",18.09,NA
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"March",15.32,2015-03-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"April",14.21,2015-04-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"May",13.95,2015-05-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"June",14.63,2015-06-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"July",14.68,2015-07-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"September",14.49,2015-09-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"October",13.66,2015-10-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"November",14.82,2015-11-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"Annual",14.47,NA
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"March",14.48,2016-03-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"April",14.42,2016-04-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"May",14.02,2016-05-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"June",15.84,2016-06-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"July",15.85,2016-07-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"September",16.52,2016-09-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"October",14.03,2016-10-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"November",17.76,2016-11-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"December",17.47,2016-12-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"Annual",15.6,NA
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"March",16.89,2017-03-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"April",15.77,2017-04-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"May",15.81,2017-05-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"June",16.37,2017-06-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"September",17.34,2017-09-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"October",15,2017-10-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"November",16.15,2017-11-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"Annual",16.19,NA
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"March",20.27,2018-03-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"April",18.71,2018-04-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"May",18.2,2018-05-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"June",17.67,2018-06-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"August",20.12,2018-08-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"September",19.63,2018-09-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"October",17.59,2018-10-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"November",17.87,2018-11-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"Annual",18.76,NA
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"March",16.5,2019-03-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"April",16.56,2019-04-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"May",16.8,2019-05-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"September",14.22,2019-09-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"October",13.52,2019-10-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"November",13.82,2019-11-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"December",13.32,2019-12-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"Annual",14.96,NA
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"March",14.84,2020-03-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"April",18.6,2020-04-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"May",16.22,2020-05-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"June",16.47,2020-06-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"August",16.02,2020-08-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"September",13.37,2020-09-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"October",13.19,2020-10-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"November",13.09,2020-11-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"Annual",15.23,NA
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"March",16.53,2021-03-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"April",14.78,2021-04-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"May",15.16,2021-05-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"June",15.19,2021-06-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"September",15.88,2021-09-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"October",14.21,2021-10-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"November",13.98,2021-11-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"December",16.9,2021-12-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"Annual",15.33,NA
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"March",17.46,2022-03-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"April",16.47,2022-04-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"May",15.26,2022-05-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"September",17.07,2022-09-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"October",16.81,2022-10-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"November",16.65,2022-11-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"Annual",16.62,NA
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"March",19.59,2023-03-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"April",19.11,2023-04-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"May",18.95,2023-05-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"September",20.73,2023-09-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"October",20.71,2023-10-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"November",23.3,2023-11-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"Annual",20.4,NA
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"March",23.88,2024-03-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"April",21.62,2024-04-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"May",21.65,2024-05-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"September",20.46,2024-09-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"October",18.88,2024-10-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"November",16.25,2024-11-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"Annual",20.46,NA
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"March",17.18,2025-03-01
"....Albay","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"April",15.85,2025-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"February",14.45,2010-02-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"March",14.31,2010-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"April",12.76,2010-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"May",12.49,2010-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"September",13.82,2010-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"October",12.69,2010-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"November",12.11,2010-11-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"Annual",13.23,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"March",13.54,2011-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"April",14.04,2011-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"May",14.05,2011-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"September",14.33,2011-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"October",12.87,2011-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"November",12.83,2011-11-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"Annual",13.61,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"February",14.52,2012-02-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"March",13.9,2012-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"May",14.52,2012-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"June",13.9,2012-06-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"July",14.05,2012-07-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"August",14.62,2012-08-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"September",14.57,2012-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"October",14.52,2012-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"November",13.51,2012-11-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2012,"Annual",14.23,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"March",14.84,2013-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"April",14.83,2013-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"May",14.45,2013-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"September",17.13,2013-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"October",14.85,2013-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"November",14.85,2013-11-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2013,"Annual",15.16,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"March",18.79,2014-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"April",18.79,2014-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"May",19.31,2014-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"September",19.31,2014-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"October",19.19,2014-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"November",19.17,2014-11-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2014,"Annual",19.09,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"March",15.26,2015-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"April",14.28,2015-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"May",13.33,2015-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"September",14.26,2015-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"October",14.2,2015-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"November",13.75,2015-11-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2015,"Annual",14.18,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"March",14.76,2016-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"April",14.38,2016-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"May",14.53,2016-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"June",13.86,2016-06-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"July",15.87,2016-07-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"August",16,2016-08-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"September",18.09,2016-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"October",14.47,2016-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"November",14.84,2016-11-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"December",17.61,2016-12-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2016,"Annual",15.44,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"January",17.02,2017-01-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"February",16.81,2017-02-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"March",16.83,2017-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"April",15.93,2017-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"May",15.76,2017-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"June",15.06,2017-06-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"September",18.18,2017-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"October",16.58,2017-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"November",14.68,2017-11-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"December",16.91,2017-12-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2017,"Annual",16.38,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"January",17.28,2018-01-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"February",19.42,2018-02-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"March",20,2018-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"April",18.84,2018-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"May",18.31,2018-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"June",18.4,2018-06-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"September",20.05,2018-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"October",17.86,2018-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2018,"Annual",18.77,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"February",17.39,2019-02-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"March",16.38,2019-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"April",16.22,2019-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"May",17.1,2019-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"August",14.76,2019-08-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"September",14.48,2019-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"October",14.88,2019-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"November",13.81,2019-11-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2019,"Annual",15.63,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"January",18.47,2020-01-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"February",15.16,2020-02-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"March",17.98,2020-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"April",18.31,2020-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"May",18.18,2020-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"June",17.36,2020-06-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"July",14.03,2020-07-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"August",15.04,2020-08-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"September",15.54,2020-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"October",14.61,2020-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"November",13.7,2020-11-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2020,"Annual",16.22,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"January",19.04,2021-01-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"February",17.15,2021-02-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"March",16.84,2021-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"April",16.46,2021-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"May",16.17,2021-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"June",15.65,2021-06-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"July",15.21,2021-07-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"August",16.05,2021-08-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"September",15.47,2021-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"October",14.64,2021-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"November",15.39,2021-11-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2021,"Annual",16.19,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"February",16.91,2022-02-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"March",16.8,2022-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"April",16.6,2022-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"May",15.85,2022-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"June",15.6,2022-06-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"July",15.11,2022-07-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"August",17.53,2022-08-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"September",17.55,2022-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"October",16.82,2022-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"November",16.11,2022-11-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2022,"Annual",16.49,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"January",14.91,2023-01-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"February",16.95,2023-02-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"March",18.34,2023-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"April",19.3,2023-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"May",19.38,2023-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"June",18.53,2023-06-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"August",22.71,2023-08-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"September",20.33,2023-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"October",20.69,2023-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"November",20.95,2023-11-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2023,"Annual",19.21,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"February",26.09,2024-02-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"March",22.85,2024-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"April",22.56,2024-04-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"May",23.1,2024-05-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"June",20.47,2024-06-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"July",20.5,2024-07-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"August",19.87,2024-08-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"September",19.41,2024-09-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"October",18.95,2024-10-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"November",19.01,2024-11-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"December",19.38,2024-12-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2024,"Annual",21.11,NA
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"January",22.15,2025-01-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"February",16.72,2025-02-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"March",15.41,2025-03-01
"....Camarines Norte","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2025,"April",15.67,2025-04-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"January",13.58,2010-01-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"February",13.82,2010-02-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"March",13.84,2010-03-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"April",14.01,2010-04-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"May",14.12,2010-05-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"June",14.34,2010-06-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"July",14.29,2010-07-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"August",14.48,2010-08-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"September",13.73,2010-09-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"October",13.28,2010-10-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"November",12.56,2010-11-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"December",13.53,2010-12-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2010,"Annual",13.8,NA
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"January",13.75,2011-01-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"February",13.5,2011-02-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"March",13.23,2011-03-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"April",13.32,2011-04-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"May",13.47,2011-05-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"June",13.58,2011-06-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"July",13.95,2011-07-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"August",13.93,2011-08-01
"....Camarines Sur","Palay [Paddy] Other Variety, dry (conv. to 14% mc)",2011,"September",13.62,2011-09-01
